blood_pressure,specific_gravity,albumin,blood_glucose_random,blood_urea,serum_creatinine,sodium,potassium,hemoglobin,packed_cell_volume,white_blood_cell_count,red_blood_cell_count,hypertension,diabetes_mellitus,bun_creatinine_ratio,sodium_potassium_ratio,bp_risk_score,anemia_risk_score,cardiovascular_burden_score,age_creatinine_interaction,urea_creatinine_product,hemoglobin_creatinine_ratio,albumin_specific_gravity_interaction
0.0,-1.3523818946078034,-0.710390359338902,-0.2842380049249761,-0.036437839101718834,-0.042899631595294654,0.2829810056920412,0.016733234957629767,-0.5110323997677175,-0.009755511272185617,-0.08825789533023672,-0.36932506400707027,0.0,0.0,-0.4513684586408099,0.013897790737593669,0.0,-1.7784558236466832,-1.7590336601500223,-0.1305804815778155,-0.05898327238857917,-1.0096929195942348,-0.19441520440491247
0.0,1.01489631388295,0.527535824975672,0.21797567375896035,-0.0028971428016905188,0.09164098777071175,-0.020399014515932685,-0.03262111924454319,0.47039200075475945,0.0058991056034923845,-0.013802850184915793,0.15397162201334755,0.0,0.0,0.17913337349142316,-0.1323240852487077,0.0,1.3773256153006186,1.1121540357444695,0.07511723000856485,0.0042211394310354726,0.7646855252683394,0.15131823020494203
0.0,1.6444600939652303,0.739917518305597,-0.1932717124102258,0.02974696925161886,0.1753004750150974,-0.039777687824980444,0.005293902948308797,-0.11399159175643495,0.008636874511835533,-0.016512681563147554,0.24910201487876235,0.0,0.0,0.2168732133496606,-0.012918807787839189,0.0,1.7193908085731344,-1.0404420842530389,0.07571241999560185,-0.03838428794684479,0.7168178396914386,0.18913875592496088
0.0,-1.2941921645902936,-0.702795694374128,-0.3613648699923357,-0.07300327002412083,-0.042786071427495104,-0.05437784688492243,-0.0007767070997730376,-0.5035039335810931,-0.013124615129536058,-0.08696021669552666,-0.391633857733951,0.0,0.0,0.16903103974652492,-0.012423887238137928,0.0,-1.8208773951310417,-1.7481267753954777,-0.12601353045284014,0.11653577939146388,-0.9743615310563771,-0.19071149792856645
0.0,-0.5587099418713534,0.5456724761444126,0.23394454202738132,-0.005960013231245927,0.1418645659861076,0.12893862907200906,-0.03148194883082513,0.6828067477891648,0.007976346938276925,-0.01919325751291145,0.16251140765891622,0.0,0.0,0.21386033067890214,-0.1317161438029901,0.0,1.3647129413053014,1.4465042155693717,0.11244789160945415,0.0037962224825551253,1.1687007963589717,0.1594807268506035
0.0,1.2078081376028529,0.6817657487255079,0.0796665546964413,-0.0015040708451689283,0.1742024564486919,0.18134552769565973,0.047258105553936856,-0.08251294360534892,0.0058991056034923845,-0.016512681563147554,0.18323087298428087,0.0,0.0,0.26074960602921965,0.20633830472939904,0.0,1.2744100388215363,1.2863685532205915,0.10310594897345317,-0.015477488256604076,0.7181179437352315,0.18517501683168908
0.0,-1.2569251921971798,-0.7067178749610807,0.13009463495457874,0.08321478476496605,-0.1743975506391933,-0.06656592767308207,0.026183479948056167,-0.6183291776582177,-0.015277083316457269,-0.07483310148468099,-0.4315793441061527,0.0,0.0,0.24891923880722996,0.03965890300468094,0.0,-1.7296798267367064,-1.7652943565785268,0.2003994939900104,-0.05988544023306467,-0.9821753061785705,-0.19064391979102685
0.0,1.0436752946817502,-0.31185819487512134,0.3872117182575076,-0.0027021739578499634,0.11060160361442782,0.19760120794491257,0.051003921685912355,0.508608809732846,0.006113363861721531,-0.018029267169220053,0.17006108824390645,0.0,0.0,0.2615926030865287,0.2054175384282285,0.0,1.4196697508645746,1.1549728488028381,0.07627733859770036,0.0047048807003891475,0.9074130627041468,-0.08501719544379908
0.0,1.6877179231715518,-0.440635683577543,-0.2563552645331778,-0.4280769815026579,0.2902307672614047,0.1971239106595426,0.04139597608467192,-0.17640989276331215,0.009460397132024775,-0.021001266968176547,0.2292585485764492,0.0,0.0,0.17774097814794804,0.18044077492343538,0.0,1.9223819007018264,-1.0231204500271065,0.10160915057174945,-0.03905994284400739,0.99426205248232,-0.10786954394131901
0.0,2.0471502930781575,-0.5396810160709007,0.029217143922008904,-0.031115009709176012,-0.06583441086993151,0.23777320868674323,0.06060345391416069,1.1277778610095928,-0.001980016227469943,-0.015231971511437573,0.2032077140283233,0.0,0.0,-0.011856026484133394,0.26097369530780945,0.0,1.7404128173433226,-0.8949117861243053,-0.17192434165048898,-0.03426602935100781,-1.1083815626076001,-0.14609560781328754
0.0,-0.8303592526059778,-0.44982723561087556,-0.16604058103248787,-0.008382622826417361,0.5180633522753499,0.20122853725183162,-0.07897498932111861,-0.1681521506368147,0.022077353191655217,-0.03267780820076164,0.25434168484774194,0.0,0.0,0.24106387420407918,-0.13540379282504816,0.0,2.0345507896529638,-1.3023046845754669,0.22227880243349132,0.038456776700084995,1.4482158794750941,-0.12410492110396482
0.0,1.0193382005131137,0.6252338744639988,0.036785375913921566,-6.704682210754753e-05,0.10676694621124122,-0.14238183086103037,-0.033507365128249825,0.5029375138046775,0.0058991056034923845,-0.013802850184915793,0.1531611749242895,0.0,0.0,0.16931001402823107,-0.12028018200679647,0.0,1.3435967978122842,1.1160381736117433,0.0825103807121664,0.004853699162524817,0.7813350684737127,0.173109530719459
0.0,2.056825531271484,-0.5284204300621133,-0.29642327278068764,-0.004781710063798312,0.32275079978191024,-0.08027466405286962,0.04537773437134252,-0.2453590162059906,-0.009471845903459042,-0.024501457016896797,0.2456206479954504,0.0,0.0,0.28733681819657986,-0.029377175861188282,0.0,-1.9545401500587225,-1.3172669979406055,-0.10910557600273818,0.02548604860689891,1.083012881536581,-0.12842711444593655
0.0,-0.5739344990341927,-0.3812706291873789,-0.13275486389482577,-0.008468449615736177,0.2057272225649055,-0.00033650281828387764,-0.018672969973388045,0.8767723366890275,0.008740647494209238,-0.02431829910472852,0.14922518100445045,0.0,0.0,-0.05157982184500836,-0.04222798177402268,0.0,1.5876921341136954,1.495561015402008,0.13401122895268527,0.002923371845783057,1.5415765783312918,-0.10630932827129044
