blood_pressure,specific_gravity,albumin,blood_glucose_random,blood_urea,serum_creatinine,sodium,potassium,hemoglobin,packed_cell_volume,white_blood_cell_count,red_blood_cell_count,hypertension,diabetes_mellitus,bun_creatinine_ratio,sodium_potassium_ratio,bp_risk_score,anemia_risk_score,cardiovascular_burden_score,age_creatinine_interaction,urea_creatinine_product,hemoglobin_creatinine_ratio,albumin_specific_gravity_interaction
-0.005547887645661831,-0.5758382081985474,-0.307541161775589,-0.31439459323883057,-0.024384386837482452,-0.14450347423553467,0.23056071996688843,-0.000199110247194767,-0.3586757481098175,-0.012310576625168324,-0.017821043729782104,-0.21150779724121094,-0.02495122328400612,0.0,-0.39739084243774414,-0.030209194868803024,0.0,-1.888906717300415,-0.6499428153038025,-0.3810374438762665,-0.10144039988517761,-0.46436646580696106,-0.06530033051967621
0.003538459073752165,0.877286434173584,0.5118054151535034,0.2697158753871918,0.0008460790850222111,0.24895215034484863,-0.09927587956190109,-0.000483968760818243,0.33769190311431885,0.0027479431591928005,-0.01782224327325821,0.12271881103515625,0.03632264584302902,0.0,0.16092590987682343,-0.0425318218767643,0.0,1.6100565195083618,0.9722880721092224,0.5165135264396667,0.008084557950496674,0.4870404303073883,0.1150701642036438
0.003538459073752165,1.1633645296096802,0.5854803919792175,-0.24791166186332703,-0.035486552864313126,0.27023032307624817,-0.10106129199266434,0.00550921680405736,0.314605712890625,0.0014231486711651087,-0.01782224327325821,0.1600235402584076,-0.00818779319524765,0.0,0.17642644047737122,-0.0234517939388752,0.0,1.8923803567886353,-0.36423277854919434,0.5208145380020142,-0.04506244510412216,0.5525271892547607,0.13024090230464935
0.0011701283510774374,-0.555254340171814,-0.3018326461315155,-0.31906554102897644,-0.02497474104166031,-0.13966567814350128,-0.15643633902072906,-0.000199110247194767,-0.3968393802642822,-0.008699976839125156,-0.043020863085985184,-0.21150779724121094,-0.02495122328400612,0.0,-0.036132682114839554,-0.03751305118203163,0.0,-1.922777771949768,-0.636939525604248,-0.37379390001296997,0.18628796935081482,-0.42333072423934937,-0.06530033051967621
0.003538459073752165,-0.31385338306427,0.513660728931427,0.28060922026634216,0.0008460790850222111,0.2722325921058655,-0.032272495329380035,-0.000483968760818243,0.39925166964530945,0.0027479431591928005,-0.018971532583236694,0.12271881103515625,-0.01711226999759674,0.0,0.218614399433136,-0.0425318218767643,0.0,1.6858576536178589,1.1625171899795532,0.6542362570762634,0.02149171009659767,0.7032285928726196,0.1150701642036438
0.003538459073752165,0.9376539587974548,0.5277689695358276,0.15947140753269196,0.01043803058564663,0.24642518162727356,0.19298677146434784,0.004598917439579964,0.20668800175189972,0.0027479431591928005,-0.01782224327325821,0.1249883770942688,-0.00792511273175478,0.0,0.21668818593025208,0.08548272401094437,0.0,1.6636615991592407,1.0287559032440186,0.5207433104515076,0.010188274085521698,0.5034283995628357,0.1150701642036438
0.0011701283510774374,-0.5507878065109253,-0.28198865056037903,0.19998584687709808,-0.009151502512395382,-0.18539835512638092,-0.15643633902072906,0.005646776407957077,-0.3755185306072235,-0.008699976839125156,0.008061030879616737,-0.23741012811660767,-0.02483556419610977,0.0,0.2546762526035309,-0.03176504746079445,0.0,-1.9726449251174927,-0.6498277187347412,0.4027705192565918,-0.08068502694368362,-0.4373364746570587,-0.06530033051967621
0.003538459073752165,0.8749665021896362,-0.171690434217453,0.2956467270851135,-0.0010848017409443855,0.23895049095153809,0.18830253183841705,0.004598917439579964,0.36472129821777344,0.0027479431591928005,-0.02237706631422043,0.12271881103515625,0.03632264584302902,0.0,0.2652498781681061,0.08107176423072815,0.0,1.708380103111267,1.0539480447769165,0.5302019119262695,0.008084557950496674,0.6799770593643188,-0.03589899465441704
0.003538459073752165,1.1821389198303223,-0.1914348602294922,-0.2501230835914612,-0.17241239547729492,0.2581985294818878,0.19537700712680817,0.007872744463384151,0.3387177884578705,0.0014231486711651087,-0.02335241064429283,0.1600235402584076,-0.00818779319524765,0.0,0.20084026455879211,0.07813573628664017,0.0,1.9634628295898438,-0.39740583300590515,0.5317869186401367,-0.041727203875780106,0.7260715961456299,-0.0426948219537735
0.003538459073752165,1.5687297582626343,-0.246776282787323,0.18420067429542542,-0.03566081449389458,-0.10843466222286224,0.2045421153306961,0.009025325067341328,0.5518467426300049,-0.03780016303062439,0.10626517981290817,0.14066168665885925,-0.008896682411432266,0.0,-0.1117161214351654,0.08107176423072815,0.0,2.054164171218872,-0.39037832617759705,-0.5411500930786133,-0.0948418453335762,-0.5893108248710632,-0.04600035771727562
